TIMESTAMP,HEADING
1615111890305,49.45026047119664
1615111890305,61.582165576512836
1615111935697,87.28047554648603
1615111936232,87.18198529410408
1615111936737,86.5116133184659
1615111937259,86.20340029030326
1615111937721,86.88328551177426
1615111938764,86.33347292982906
1615111939257,86.71747150453218
1615111940147,87.13039723017187
1615111940644,87.87226471908767
1615111941237,88.91638533898737
1615111942030,89.45728407607017
1615111942834,89.9232471338195
1615111943199,90.88906537816649
1615111943761,90.40534186556478
1615111944386,91.18264777861842
1615111945144,90.46574142383318
1615111945679,89.31966566565112
1615111946071,90.38999333407952
1615111947042,90.70250206407258
1615111947835,90.62981096151815
1615111948336,91.27629604222558
1615111949028,91.44244857174516
1615111949210,92.29515615219378
1615111950044,92.09183114377424
1615111950606,92.54771337091566
1615111951188,93.40219017803248
1615111952107,93.06605969961215
1615111952743,92.85747404132717
1615111953450,93.28692671996093
1615111954016,94.14388462775499
1615111954624,60.049811704027746
1615111957695,-46.067565578367564
1615111958021,-43.248606996333805
1615111958909,-39.604798472441864
1615111959318,-39.119979529654394
1615111959801,-38.26337924717868
1615111960252,-36.81104495637547
1615111960770,-35.307892410483625
1615111961483,-34.70462985858779
1615111962293,-33.91468395057574
1615111962831,-33.200602693473435
1615111963376,-33.45806569290733
1615111963928,-33.45638275012447
1615111964651,-34.14990934246928
1615111965166,-34.4533527004242
1615111965919,-33.79115469001842
1615111966633,-32.95131246304356
1615111967186,-32.46472595975886
1615111967867,-32.73095551082758
1615111968776,-33.37902168734755
1615111969848,-34.02142859546058
1615111970429,-32.7064982303768
1615111971502,-34.803562648630724
1615111972010,-35.543240782861396
1615111972610,-33.979764140397535
1615111972921,-32.751484194186226
1615111973546,-31.928823482635455
1615111974091,-32.882992199200956
1615111974681,-32.709262488025416
1615111975360,-32.78897503542513
1615111975751,-33.40785656248402
1615111976782,-34.75749008745244
1615111977404,-86.06106850668651
1615112009113,-166.86770979358587
1615112009884,-163.9846057836094
1615112010768,-164.72908641729202
1615112011737,-163.29915414524064
1615112012486,-162.63510018126897
1615112012992,-162.90377015684214
1615112013275,-162.792253127796
1615112013801,-162.42081430821085
1615112014224,-162.9115672957231
1615112014732,-163.46280486044574
1615112015251,-163.44498554255227
1615112015722,-161.60745845951718
1615112016308,-161.89331979021117
1615112017196,-162.40295409360888
1615112017726,-162.67698222515324
1615112018433,-164.12180325311445
1615112019094,-164.56978671920075
1615112019585,-163.08507890325936
1615112020129,-162.7238521876727
1615112020572,-162.687976603067
1615112021351,-162.1460140308754
1615112022191,-162.28869750427074
1615112022769,-161.50342446434922
1615112023200,-161.57490383490318
1615112023647,-162.57182839408227
1615112024424,-162.60465163381735
1615112024903,-163.15215034978357
1615112025830,-164.7066190100795
1615112026495,-163.70427761538275
1615112027245,-163.26459800387298
1615112027957,-163.88332841474582
1615112028663,-166.98338202190635
1615112031572,56.232322596821895
1615112032117,58.22027830520998
1615112032767,48.93624042657356
1615112033348,45.6632676087718
1615112033761,43.28012727962123
1615112034557,44.50838459191667
1615112035357,42.065247026838904
1615112035858,40.52292379932725
1615112036526,40.36708455448392
1615112037124,39.92906707289219
1615112037484,40.88945196278467
1615112038043,41.491972183780305
1615112038415,41.14545506559821
1615112038832,41.646133496649846
1615112039750,42.25185378908926
1615112040327,43.801934695018446
1615112040647,42.94029128385467
1615112041175,41.39223081678398
1615112041885,40.65935674051109
1615112042206,42.14160415808405
1615112043176,41.885175867374784
1615112043520,42.67555978061104
1615112044272,40.915313132751784
1615112044835,40.913436731881575
1615112045785,39.58208754004651
1615112046169,41.18795664018455
1615112046576,41.91210615557264
1615112047237,40.849718201649424
1615112047768,40.398134700284125
1615112048586,40.56982094431643
1615112049096,41.7212749130633
1615112049827,41.20614968158667
1615112050416,41.06834784937744
1615112051324,70.83658913390228
1615112057290,88.06724476812431
1615112058179,88.32375652849302
1615112058721,88.48549110646802
1615112059393,90.32199484939105
1615112060449,91.4390658529742
1615112061292,88.89719578011979
1615112061890,89.16950744339199
