TIMESTAMP,KF_x,KF_y,x,y,X,Y
1615126650379.0,8.629201294724467,33.960836486892816,7.359495357352899,34.334651867532166,6.8,33.7
1615126670487.0,9.368066279809515,33.94171435124824,11.39191384765117,33.88933632752614,6.8,33.7
1615126695942.0,8.765723485682956,34.05898321828742,6.5134852119923465,34.497466808086116,6.8,33.7
1615126717665.0,6.407969571782026,34.637802934905075,-4.765733759313694,37.380905070180034,6.8,33.7
1615126764366.0,4.524381525208054,34.95496341822828,-6.285775959477353,36.77518880077887,1.7,33.7
1615126784233.0,1.5721871903512503,36.385464861618196,-18.323035501075033,46.02580067576761,1.7,33.7
1615126808891.0,-0.6961077563573088,37.48375896340055,-18.25073821349311,45.98360027284659,1.7,33.7
1615126837369.0,0.5623572648041628,37.48309568314497,-6.069979065318683,37.54780638086216,1.7,33.7
1615126877823.0,2.01354901318212,36.93516947497918,12.29044549450923,33.05492351367204,4.1,30.4
1615126899025.0,4.923395887890307,36.50354113068946,13.576452243741365,33.043650719371556,4.1,30.4
1615126922174.0,5.765989969341122,36.08870383241611,12.27359894363726,32.88478989028613,4.1,30.4
1615126953724.0,7.4524210956446595,35.72218822666605,13.474369626818984,33.136224720724655,4.1,30.4
1615127014752.0,9.261557543179775,35.30489503640593,13.543044568195212,32.34046702938155,10.9,30.4
1615127037453.0,9.786448836577602,34.98164505059699,13.869287290227726,32.467262570256786,10.9,30.4
1615127057049.0,10.239817400427098,34.75368408286308,14.219688745792366,32.75254109305691,10.9,30.4
1615127081651.0,10.447174018279384,34.58057648952872,12.474799458158166,32.88785327810467,10.9,30.4
1615127139289.0,10.600927375432667,34.790149147450116,12.258149595358628,37.04901667285988,11.7,35.4
1615127161977.0,10.603519196407884,34.907449597115175,10.63404681917452,36.28906658068493,11.7,35.4
1615127183962.0,9.501320540053921,35.0380912764782,-4.583065202833973,36.707488889730776,11.7,35.4
1615127205314.0,10.962989043242317,35.31659216269546,10.784950356047476,38.25148788319336,11.7,35.4
1615127268089.0,12.753928298870617,34.85241411186306,17.793531579615916,30.7628470065058,17.7,30.4
1615127290750.0,13.707639974776242,34.51842313951038,23.034419712938817,31.25217369288366,17.7,30.4
1615127317167.0,14.030881365682776,34.18668057358917,17.515247162851555,30.610676748957975,17.7,30.4
1615127344068.0,14.123134069285728,33.806246737285896,15.209820574293234,29.324943753058047,17.7,30.4
1615127377577.0,14.327114803944582,33.427837388681326,16.933877278088406,28.591972416151755,19.2,29.6
1615127397729.0,14.704274918042932,33.11992009231608,19.901335469403985,28.8769877826597,19.2,29.6
1615127424853.0,16.561856819462957,32.68035398177378,18.678350249268785,28.11753549933293,19.2,29.6
1615127449360.0,18.195180726313787,32.46761201563878,17.964942839317132,30.588066759753115,19.2,29.6
1615127526742.0,18.076692425744067,32.25758880202825,16.879109900734125,30.13484647846521,20.6,33.7
1615127550665.0,18.857662681309815,32.209046714817575,18.617704659843188,31.65061896411634,20.6,33.7
1615127573931.0,18.627096332421317,32.081093310438106,16.39216045844525,30.840809743371107,20.6,33.7
1615127599652.0,18.6192816591069,31.984045349968394,18.535717450710756,30.946287830642547,20.6,33.7
1615127659534.0,18.482271105423962,31.90160886993211,16.88017327300483,30.93765899579308,15.5,33.7
1615127681845.0,18.498338391131835,31.92199722518989,18.702284368761564,32.18079159288279,15.5,33.7
1615127702232.0,18.47557750770214,31.877042951857128,18.163907177637608,31.26147311904669,15.5,33.7
1615127729764.0,19.43987139854699,32.16589863869941,20.94043508006116,35.327781012793395,15.5,33.7
1615127775067.0,20.208438523084276,31.933801289429244,29.235973999529396,29.207602122652812,26.6,29.3
1615127795351.0,21.507229406491607,31.590617456442793,25.194250884377485,28.028004389173592,26.6,29.3
1615127824459.0,22.85046475566511,31.233653581631636,24.809325642737047,28.432288107982178,26.6,29.3
1615127848601.0,23.03412494082053,30.953329722599843,24.76431011975705,28.312516822467646,26.6,29.3
1615127884831.0,23.589855715770554,30.771059765020084,29.380891842742187,28.87170137641743,24.5,30.4
1615127907163.0,23.68547420937486,30.557208371906075,24.77749271505145,28.114901764236414,24.5,30.4
1615127927834.0,23.622762051263308,30.576693072542778,22.843840772851973,30.81870432500848,24.5,30.4
1615127954498.0,23.72584467208175,30.40862158323776,25.10927306966436,28.153004978979247,24.5,30.4
1615127992616.0,25.514092465647234,30.09195691574024,30.38756341989495,26.58566704240558,28.2,25.4
1615128017796.0,25.84730434487809,29.905578392330664,29.71234787835649,27.743707367965527,28.2,25.4
1615128041130.0,27.92660793393618,29.63526427315778,30.19059657607327,27.71615403836545,28.2,25.4
1615128063894.0,28.228813842538635,29.50708829683467,30.867016822633342,28.38813518213229,28.2,25.4
1615128114340.0,28.57642142092067,29.262806567218025,31.95858035348341,26.885989474419222,33.5,28.8
1615128135782.0,28.717183624185378,29.196213095004815,30.22753663256112,28.481677170142465,33.5,28.8
1615128162460.0,28.774640664366693,29.04176801237006,29.448601364461737,27.23015509791633,33.5,28.8
1615128185988.0,30.060000503247714,28.89560163085654,30.85888564523816,27.57783208721883,33.5,28.8
1615128255447.0,30.41970471393712,28.916630338808663,26.420801825186626,28.923768865861103,31.3,30.4
1615128277267.0,32.561100586562475,29.04568119490745,29.76308075018469,29.06626371373614,31.3,30.4
1615128297143.0,32.17308837189147,29.057665537412426,29.64391434546025,29.135782892076477,31.3,30.4
1615128320559.0,31.82182139612852,28.991738858928446,25.57834979804811,28.599085038949752,31.3,30.4
1615128370335.0,31.540833319935004,29.099754771110664,29.481541726763837,29.891376475842243,38.1,30.4
1615128390231.0,31.41861194246171,29.355863870022368,25.07903718638482,30.9750789481347,38.1,30.4
1615128417989.0,30.821840175731857,29.29344217248791,26.11127423386419,28.80072194202083,38.1,30.4
1615128440854.0,31.43441354124977,29.404178263670662,28.19079723678846,30.1871812420094,38.1,30.4
1615128478849.0,34.20698494677878,29.851184504294302,57.15210783979851,33.55049883199842,30.6,35.4
1615128498798.0,33.71997885447569,30.15084212347523,29.20262944431977,32.93039291483007,30.6,35.4
1615128522064.0,34.5825288340309,30.129671863895936,43.4458814790049,29.912131453850733,30.6,35.4
1615128549035.0,35.17739902956396,30.11154825190262,41.88500987313807,29.907190835370493,30.6,35.4
1615128621318.0,35.03074528051131,29.813897817337747,20.563172819005615,26.931178400897,23.4,25.0
1615128648880.0,34.10498405007868,29.64957443529443,24.483475917314387,27.941748805143263,23.4,25.0
1615128675371.0,33.689367026063856,29.45212449655593,24.217438991798655,27.75019871638323,23.4,25.0
1615128699488.0,32.76341951995869,29.26121925668498,23.626722903177267,27.377480440224872,23.4,25.0
1615128762239.0,31.685205658272242,29.195333328889127,19.967821781780945,28.479324440972125,21.7,23.3
1615128783974.0,32.037639898128525,29.092714395720574,19.98104544844179,28.265792418294247,21.7,23.3
1615128810974.0,31.74006696150159,28.77458292399502,17.67135516468985,26.973051621211635,21.7,23.3
1615128834031.0,30.794212248409906,28.66597864707282,24.230688110024715,27.912346209400933,21.7,23.3
1615128866367.0,31.215531184564846,28.547172930279643,18.579854312030935,27.77780545964682,19.2,22.8
1615128887956.0,30.175764428508067,27.63911079573932,20.48544913009844,22.382277839371447,19.2,22.8
1615128914789.0,28.731028993959846,27.653779451457165,19.01309371736717,27.752447376014043,19.2,22.8
1615128938724.0,28.514536676428104,27.651325297462265,19.70983831664423,27.670233763461574,19.2,22.8
1615128980368.0,27.974599986393937,26.843855513073642,20.85858044452946,21.74690032502965,18.1,18.6
1615129008501.0,27.126008562531077,26.144765915511435,20.93257712011699,21.042471250669156,18.1,18.6
1615129033715.0,28.131515620110886,25.249043569209032,21.320303262073192,20.073026658952276,18.1,18.6
1615129058618.0,27.271184893543833,24.815039671201497,21.36504242909649,21.835617022906483,18.1,18.6
1615129093578.0,27.70509216579478,32.11426057235203,22.9,80.04879244213733,12.6,18.6
1615129116024.0,26.506342154636357,27.5194177068177,17.428652404418912,-7.275625126185756,12.6,18.6
1615129139482.0,26.850813017477858,34.030708405112904,22.9,80.04879244213733,12.6,18.6
1615129163246.0,27.419273722531873,39.99680331551229,22.9,80.04879244213733,12.6,18.6
1615129229295.0,26.64563206456767,37.10064822782954,20.682378523881088,14.776996310677053,19.2,14.5
1615129253428.0,27.122621893569413,34.34485894643914,24.901992398565326,14.434327500393763,19.2,14.5
1615129274513.0,30.106243265957385,30.10477061415718,31.412450998244054,4.25519534692238,19.2,14.5
1615129294424.0,29.031114468934504,28.77124256285975,21.72989555514761,19.715229685929103,19.2,14.5
1615129581119.0,28.681400355122758,26.52101356427415,25.956771431800803,8.989439139615548,19.2,7.7
1615129601651.0,28.258802913512067,24.485502517459384,24.54374123651688,6.591288453361354,19.2,7.7
1615129628177.0,28.11351306251109,23.04565707452325,26.69097752953715,8.948104558253844,19.2,7.7
1615129651106.0,28.902357292400083,21.249110277261497,22.394055466845135,6.016360784333165,19.2,7.7
1615129688948.0,28.594664824918787,19.285574701800787,25.67208881033783,0.6351929632008685,19.2,2.6
1615129708785.0,28.358380689709783,17.629321991584895,25.877783094894166,0.2413730049369871,19.2,2.6
1615129733820.0,28.548186056205495,16.154021921834488,30.730637840523087,-0.8095198845735947,19.2,2.6
1615129762420.0,29.454021962446248,14.607381990552181,25.978734777644824,0.0080773025766228,19.2,2.6
1615129798244.0,28.790999415756254,14.05860730034706,21.8141049150867,8.28392718228323,17.7,6.9
1615129823113.0,28.350615508990327,13.60261795060067,23.276132697688706,8.348315779530314,17.7,6.9
1615129851999.0,27.247275359128544,11.354963591887099,9.817808040840385,-10.61923575426666,17.7,6.9
1615129875886.0,27.000079370362453,11.328928956524766,17.259585815928105,11.129840289437729,17.7,6.9
1615129916657.0,26.57935995768629,10.863507130843299,22.64980908483044,6.516432367358335,10.9,6.9
1615129939546.0,26.188752333770356,10.177890736668088,22.149840202725706,3.0885657923261425,10.9,6.9
1615129965579.0,26.85401232679831,8.962096768105486,24.636724935375288,-2.314062363992258,10.9,6.9
1615129987452.0,27.261362216799334,8.54538306919909,20.48428300205444,5.304100663512735,10.9,6.9
1615130024144.0,27.15033393294537,7.422087945961037,26.162824062322553,-2.568744869927979,4.1,6.9
1615130045332.0,26.950974853381943,7.19900678740127,20.164589011668394,5.214139604167568,4.1,6.9
1615130077248.0,25.216337604092608,5.3524944429885775,9.722286010315583,-11.140843022581032,4.1,6.9
1615130100858.0,25.458623612501576,5.081662125665926,21.076318287944687,2.955571770911191,4.1,6.9
1615130150123.0,25.13741240651525,5.138425411361539,22.260477416464536,5.6468269855423205,24.5,6.9
1615130173466.0,28.100766024545216,4.6615767212324934,32.95985674888586,0.9822006798052096,24.5,6.9
1615130193643.0,27.90506490631778,5.0961655548183895,26.408476862560267,8.419603142636868,24.5,6.9
1615130216886.0,27.74753602736862,5.438475218528292,26.38533423230537,8.398534615152435,24.5,6.9
1615130262044.0,27.529574644060563,5.535034158744517,25.42683258068097,6.466568644837615,31.3,6.9
1615130282152.0,27.59651062736684,5.6936558473570855,28.30919910827428,7.382550888743057,31.3,6.9
1615130305461.0,27.71586728675406,5.129984412400573,29.106051863550675,-1.4352741938675055,31.3,6.9
1615130337049.0,28.678469449812624,5.37211412696701,24.80162706875818,6.655019675155271,31.3,6.9
1615130371659.0,29.036258200949526,4.920725901687853,32.83206992835066,0.1319092782445545,38.1,6.9
1615130395136.0,29.34975087569545,4.514274918431976,32.98911438196903,-0.2042496108869911,38.1,6.9
1615130421571.0,30.128767435420905,4.792925444900453,27.09015982178773,6.734191996087614,38.1,6.9
1615130450488.0,29.73509669203731,4.942961141514439,25.567303478666357,6.531389462950161,38.1,6.9
