TIMESTAMP,x,y,X,Y
1615129762420,25.978734777644824,0.008077302576622876,19.2,2.6
1615129581119,25.956771431800803,8.989439139615548,19.2,7.7
1615129601651,24.54374123651688,6.591288453361354,19.2,7.7
1615129628177,26.69097752953715,8.948104558253844,19.2,7.7
1615129651106,22.394055466845135,6.016360784333165,19.2,7.7
1615129229295,20.682378523881088,14.776996310677053,19.2,14.5
1615129253428,24.901992398565326,14.434327500393765,19.2,14.5
1615129274513,31.412450998244058,4.25519534692238,19.2,14.5
1615129294424,21.72989555514761,19.715229685929106,19.2,14.5
1615128866367,18.579854312030935,27.77780545964682,19.2,22.8
1615128887956,20.485449130098438,22.382277839371447,19.2,22.8
1615128914789,19.01309371736717,27.752447376014043,19.2,22.8
1615128938724,19.70983831664423,27.670233763461578,19.2,22.8
1615127377577,16.933877278088406,28.591972416151755,19.2,29.6
1615127397729,19.901335469403982,28.8769877826597,19.2,29.6
1615127424853,18.678350249268785,28.11753549933293,19.2,29.6
1615127449360,17.964942839317132,30.588066759753115,19.2,29.6
1615127526742,16.879109900734125,30.13484647846521,20.6,33.7
1615127550665,18.617704659843188,31.65061896411634,20.6,33.7
1615127573931,16.39216045844525,30.840809743371107,20.6,33.7
1615127599652,18.535717450710756,30.946287830642547,20.6,33.7
1615128762239,19.967821781780945,28.479324440972125,21.7,23.3
1615128783974,19.98104544844179,28.265792418294247,21.7,23.3
1615128810974,17.67135516468985,26.973051621211635,21.7,23.3
1615128834031,24.230688110024715,27.912346209400933,21.7,23.3
1615128621318,20.563172819005615,26.931178400897,23.4,25.0
1615128648880,24.483475917314387,27.941748805143266,23.4,25.0
1615128675371,24.217438991798655,27.75019871638323,23.4,25.0
1615128699488,23.626722903177267,27.377480440224872,23.4,25.0
1615130150123,22.260477416464536,5.6468269855423205,24.5,6.9
1615130173466,32.95985674888586,0.9822006798052095,24.5,6.9
1615130193643,26.408476862560267,8.419603142636868,24.5,6.9
1615130216886,26.38533423230537,8.398534615152435,24.5,6.9
1615127884831,29.380891842742187,28.87170137641743,24.5,30.4
1615127907163,24.77749271505145,28.114901764236418,24.5,30.4
1615127927834,22.843840772851973,30.81870432500848,24.5,30.4
1615127954498,25.109273069664358,28.153004978979247,24.5,30.4
1615127775067,29.235973999529396,29.207602122652812,26.6,29.3
1615127795351,25.194250884377485,28.028004389173592,26.6,29.3
1615127824459,24.809325642737047,28.432288107982178,26.6,29.3
1615127848601,24.76431011975705,28.312516822467646,26.6,29.3
1615127992616,30.38756341989495,26.58566704240558,28.2,25.4
1615128017796,29.71234787835649,27.743707367965527,28.2,25.4
1615128041130,30.19059657607327,27.71615403836545,28.2,25.4
1615128063894,30.867016822633346,28.38813518213229,28.2,25.4
1615128478849,57.15210783979851,33.55049883199842,30.6,35.4
1615128498798,29.20262944431977,32.93039291483007,30.6,35.4
1615128522064,43.4458814790049,29.912131453850733,30.6,35.4
1615128549035,41.88500987313807,29.907190835370493,30.6,35.4
1615130262044,25.426832580680966,6.466568644837615,31.3,6.9
1615130282152,28.30919910827428,7.382550888743057,31.3,6.9
1615130305461,29.106051863550675,-1.4352741938675055,31.3,6.9
1615130337049,24.80162706875818,6.655019675155271,31.3,6.9
1615128255447,26.420801825186622,28.923768865861106,31.3,30.4
1615128277267,29.76308075018469,29.06626371373614,31.3,30.4
1615128297143,29.643914345460246,29.135782892076477,31.3,30.4
1615128320559,25.57834979804811,28.599085038949752,31.3,30.4
1615128114340,31.958580353483406,26.885989474419222,33.5,28.8
1615128135782,30.227536632561122,28.481677170142465,33.5,28.8
1615128162460,29.448601364461737,27.23015509791633,33.5,28.8
1615128185988,30.85888564523816,27.57783208721883,33.5,28.8
1615130371659,32.83206992835066,0.13190927824455456,38.1,6.9
1615130395136,32.98911438196903,-0.20424961088699112,38.1,6.9
1615130421571,27.090159821787726,6.734191996087614,38.1,6.9
1615130450488,25.567303478666357,6.531389462950161,38.1,6.9
1615128370335,29.481541726763837,29.891376475842243,38.1,30.4
1615128390231,25.07903718638482,30.9750789481347,38.1,30.4
1615128417989,26.11127423386419,28.80072194202083,38.1,30.4
1615128440854,28.19079723678846,30.1871812420094,38.1,30.4
