TIMESTAMP,x,y,X,Y
1615126764366,-6.285775959477353,36.77518880077887,1.7,33.7
1615126784233,-18.323035501075033,46.02580067576761,1.7,33.7
1615126808891,-18.25073821349311,45.98360027284659,1.7,33.7
1615126837369,-6.069979065318683,37.54780638086216,1.7,33.7
1615130024144,26.162824062322553,-2.568744869927979,4.1,6.9
1615130045332,20.164589011668394,5.214139604167568,4.1,6.9
1615130077248,9.722286010315583,-11.140843022581032,4.1,6.9
1615130100858,21.076318287944687,2.955571770911191,4.1,6.9
1615126877823,12.29044549450923,33.05492351367204,4.1,30.4
1615126899025,13.576452243741363,33.043650719371556,4.1,30.4
1615126922174,12.27359894363726,32.88478989028613,4.1,30.4
1615126953724,13.474369626818985,33.136224720724655,4.1,30.4
1615126650379,7.359495357352899,34.334651867532166,6.8,33.7
1615126670487,11.39191384765117,33.88933632752614,6.8,33.7
1615126695942,6.5134852119923465,34.497466808086116,6.8,33.7
1615126717665,-4.765733759313694,37.380905070180034,6.8,33.7
1615129916657,22.64980908483044,6.516432367358335,10.9,6.9
1615129939546,22.149840202725702,3.0885657923261425,10.9,6.9
1615129965579,24.636724935375288,-2.314062363992258,10.9,6.9
1615129987452,20.48428300205444,5.304100663512735,10.9,6.9
1615127014752,13.543044568195212,32.34046702938155,10.9,30.4
1615127037453,13.869287290227726,32.467262570256786,10.9,30.4
1615127057049,14.219688745792366,32.75254109305691,10.9,30.4
1615127081651,12.474799458158166,32.88785327810467,10.9,30.4
1615127139289,12.258149595358628,37.04901667285988,11.7,35.4
1615127161977,10.63404681917452,36.28906658068493,11.7,35.4
1615127183962,-4.583065202833973,36.707488889730776,11.7,35.4
1615127205314,10.784950356047476,38.25148788319336,11.7,35.4
1615129093578,22.9,80.04879244213733,12.6,18.6
1615129116024,17.428652404418912,-7.275625126185756,12.6,18.6
1615129139482,22.9,80.04879244213733,12.6,18.6
1615129163246,22.9,80.04879244213733,12.6,18.6
1615127659534,16.88017327300483,30.93765899579308,15.5,33.7
1615127681845,18.702284368761564,32.18079159288279,15.5,33.7
1615127702232,18.163907177637608,31.26147311904669,15.5,33.7
1615127729764,20.94043508006116,35.327781012793395,15.5,33.7
1615129798244,21.8141049150867,8.28392718228323,17.7,6.9
1615129823113,23.276132697688706,8.348315779530314,17.7,6.9
1615129851999,9.817808040840385,-10.61923575426666,17.7,6.9
1615129875886,17.259585815928105,11.129840289437729,17.7,6.9
1615127268089,17.793531579615916,30.7628470065058,17.7,30.4
1615127290750,23.034419712938814,31.25217369288366,17.7,30.4
1615127317167,17.515247162851555,30.610676748957978,17.7,30.4
1615127344068,15.209820574293234,29.324943753058047,17.7,30.4
1615128980368,20.85858044452946,21.746900325029646,18.1,18.6
1615129008501,20.93257712011699,21.042471250669156,18.1,18.6
1615129033715,21.320303262073192,20.073026658952276,18.1,18.6
1615129058618,21.36504242909649,21.835617022906483,18.1,18.6
1615129688948,25.67208881033783,0.6351929632008685,19.2,2.6
1615129708785,25.877783094894166,0.24137300493698713,19.2,2.6
1615129733820,30.730637840523087,-0.8095198845735947,19.2,2.6
