TIMESTAMP,STRIDE_LENGTH,HEADING_MAG
1615126639555,0.8865712597390918,0.6738627321946158
1615126640614,0.7258877516252686,0.7775735278668818
1615126640777,1.0767707700724392,0.669100002236558
1615126641223,1.1668243106219356,0.7787809504223222
1615126641662,1.3240074229501302,0.7565078703290449
1615126641783,1.2865850352215895,0.7104513523382273
1615126642185,1.5347816799349479,0.7123138233651235
1615126642563,1.6809388259128355,0.7516415038165438
1615126643036,1.4990769527194905,0.6894215417188916
1615126643384,1.2558901586843167,0.7867101031186221
1615126644393,1.2822448003218514,0.6198749948119319
1615126644952,0.7753347192675931,0.7674666203494414
1615126645557,1.4288712083890416,0.7450743346421232
1615126645968,0.9418537359869866,0.6909130970322344
1615126646487,1.4910497600092922,0.7977654769633893
1615126646800,0.6186633858020534,0.7311972579955018
1615126647690,1.3624880807494069,0.7515364535494508
1615126648437,1.153087614577871,0.6803696055395357
1615126648866,1.307430265410054,0.7712149348787093
1615126649194,1.2083529277526777,0.7502766737368615
1615126649618,0.9459896926652265,0.6650589681425668
1615126650156,1.2442939831902615,0.7926166302551665
1615126650336,1.0463401855924832,0.7672482364127918
1615126650603,1.288925762462924,0.6591652531698801
1615126650911,0.7750224070226922,0.756697666116325
1615126652347,1.6033910600219738,0.7258748084100742
1615126652784,1.2408907256008381,0.700146097661809
1615126653131,0.8134256680549736,0.6915508664717082
1615126653653,1.1270217109982361,0.7397549780069006
1615126654425,1.053487900616252,0.810753566526126
1615126654586,1.2738393139279882,0.7360675058852302
1615126655210,0.9243258899254914,0.6612076431215183
1615126655460,1.1625907970010556,0.7595573384500572
1615126655770,0.7764639985729159,0.7191175192925086
1615126656119,0.9565902074697374,0.7581207846414171
1615126656628,0.72238595713305,0.7743578651851648
1615126656825,1.2444652835892036,0.6687097814034514
1615126657474,1.0411310595070025,0.6916269079614555
1615126658029,0.602200588483859,0.7755063803793452
1615126658505,1.4272836223531258,0.7033583276749387
1615126676965,1.1200565253126809,2.193739857044836
1615126678323,1.0169048748424285,1.6579530519987915
1615126680198,0.9214045146213403,1.8317576611589361
1615126680549,0.7058713756994546,1.9278190485585225
1615126699832,0.956986085747564,-1.110506403331526
1615126702758,0.6747636822835154,-1.0162533551955328
1615126722695,1.071284817902587,-0.33625623244759706
1615126722914,0.7588699241062732,-0.33917326955167004
1615126723443,1.503414924726811,-0.22920458677942834
1615126724104,1.1014752452771497,-0.30455521663429796
1615126724354,1.4842972322877617,-0.2642139535198944
1615126724676,0.9060368429912637,-0.3391456507473891
1615126724975,1.1707361159145675,-0.3439572152676649
1615126725830,1.4745669439588391,-0.23299336723362973
1615126726333,0.8658346545999793,-0.37929826493629726
1615126726497,1.0647170010494995,-0.26345601630369075
1615126726841,1.1966916424693643,-0.3091311818517779
1615126727003,0.910507909181393,-0.3556576401324587
1615126727128,0.8420256386299818,-0.38808653708439045
1615126765277,0.9434934804632604,0.2384037405499282
1615126765634,1.6113875441634153,0.21386459914012623
1615126765834,0.9284338703154917,0.22314579212047336
1615126766508,1.1195876882248308,0.2589462743027582
1615126766869,0.7836738267027158,0.25349946803021317
1615126767177,1.2921654228883206,0.2407357299692936
1615126767763,1.229874002042497,0.23635686704996295
1615126768448,0.8956327729743996,0.2224848245896367
1615126768913,0.7897135000659232,0.23256997707191784
1615126769417,0.9092539946534848,0.21544957818042554
1615126769665,1.0943227208470683,0.22220546466842528
1615126770059,1.1355313778005869,0.28393046857630244
1615126770289,0.8330508716604064,0.26053382924833346
1615126770475,0.9636124445315467,0.17642426619020224
1615126770792,0.8163588461714953,0.31259229959545975
1615126771961,1.1295869735165385,0.2724538706101285
1615126787358,1.0698151348186986,0.14166435392344745
1615126787965,0.961805851695224,0.1895683375404873
1615126788292,1.0589861875456203,0.19467151496672352
1615126788908,0.6562740491391842,0.20531034376245705
1615126789185,0.8912468340524147,0.2853899672839817
1615126789372,0.6863080162526749,0.24737689074814595
1615126789652,0.7289446215524835,0.20729269868119204
1615126790406,0.9292053048304418,0.19528859974438895
1615126790711,1.2952908989117653,0.22748296460747186
1615126791500,1.144920569079953,0.19764910923996148
1615126792258,0.635808563595198,0.18397088876772671
1615126792628,1.247256868494882,0.15600476566831656
1615126792911,1.09485344923891,0.20880136348251788
1615126793266,0.7944586815514718,0.16033651763068812
1615126793739,0.9682471799182558,0.16555599863826886
1615126794263,0.6183844629010466,0.18568178890910225
1615126794670,1.1123004743446678,0.13933507448291427
1615126795569,2.0403305122018938,0.11212454760708268
1615126800296,0.821350735037072,-0.5034772964701926
1615126802029,1.0995273341352492,-0.5713509147713469
1615126802325,1.2830988450132175,-0.4848167672888115
1615126802592,1.108370004674669,-0.6460281244408934
1615126802859,0.950325517956193,-0.548359705580153
1615126804066,1.0500164046921974,-0.521909475579045
1615126804608,0.7986431282574862,-0.5931086393817493
1615126804806,1.1822242156589136,-0.5202749194691276
1615126805066,0.9847876952509569,-0.5392222062283616
1615126805416,1.270156004627299,-0.5964728055480335
1615126805584,1.159552068279179,-0.4860762298310286
1615126810905,1.2907257327367065,-0.48716486604296394
1615126813565,0.8839063795896147,-0.6160664672532312
1615126814584,1.2899483162585736,-0.5537037914849372
1615126815785,1.3059288533278488,-0.5549366194424965
1615126815961,1.295670851282881,-0.5637810029466661
1615126816220,0.9970232986461987,-0.5369272716108995
1615126816604,1.0566189403242845,-0.5474522502562684
1615126817195,1.2744328720829186,-0.5825610086751696
1615126817529,1.5179640908195149,-0.5985553219811361
1615126826868,1.119332176820426,-0.326447766113251
1615126827380,1.2463380712532994,-0.2474611795831685
1615126827828,0.9505455830842928,-0.2787054407342553
1615126828577,0.897536187761597,-0.3114036903231201
1615126828903,0.9954664007810642,-0.2596554156965156
1615126829363,1.6179955455197756,-0.22545379684866784
1615126829867,0.9035062352936669,-0.21035192578959983
1615126830570,0.707565324911853,-0.32597984000758573
1615126831143,1.3032051586627236,-0.32966209857659345
1615126831970,1.1965959876516745,-0.33040857542725677
1615126832790,1.1411564383553476,-0.2449453622357629
1615126832919,0.8605872367005325,-0.26503930022083
1615126834014,1.4249300455918124,-0.22854260080862687
1615126834217,1.0641236091548725,-0.28783339709815725
1615126834513,0.6238049030731516,-0.2960247934764697
1615126834837,0.9889263734019976,-0.3214438785439575
1615126834986,0.5408469358777168,-0.22771591097080557
1615126835652,0.6436642429126718,-0.25062721384573483
