TIMESTAMP,HEADING
1615126685985,78.46752419191571
1615126686309,78.18990267697251
1615126687604,76.67238487947459
1615126688856,76.88034055593818
1615126689173,76.12266971761294
1615126691905,77.8478234247674
1615126692399,78.12908975297894
1615126694497,78.35446456869897
1615126695524,76.79074418171913
1615126696619,78.81241664784775
1615126697807,75.9497105863424
1615126698642,77.24265782022191
1615126700274,77.91120552403706
1615126701559,78.13743822921417
1615126701936,79.25141102419732
1615126703767,80.94657189907369
1615126707745,-60.03125629986484
1615126709298,-58.994668234435245
1615126710080,-57.92479126206195
1615126711035,-54.953856514708725
1615126711908,-55.15819742835218
1615126715790,-54.0337234505933
1615126716227,-53.92061632870742
1615126716610,-54.08060359796232
1615126717197,-53.33402719316061
1615126717935,-53.708641173326235
1615126719030,-53.267605833184305
1615126720894,-54.0327643743044
1615126721280,-53.93400156487453
1615126721688,-53.605980371405906
1615126722168,-53.519903647034575
1615126722595,-54.2642641229318
1615126723083,-54.76686252279754
1615126724803,-57.2823582049679
1615126727324,-55.201623579020065
1615126755084,-122.92368937555393
1615126755503,-124.00157015582265
1615126756622,-122.20503567727644
1615126756985,-121.31821959751703
1615126758403,-119.47305407352047
1615126758907,-119.58801377101668
1615126759328,-120.19238882074204
1615126759774,-119.72970966198676
1615126760119,-121.03393547045222
1615126762405,-122.76913159103881
1615126764426,-121.24958259885595
1615126766441,-121.2523174094745
1615126768918,-119.62132719763936
1615126770755,-120.2366692773409
1615126771109,-120.29247742303481
1615126775907,73.65009163302521
1615126777241,50.39656079386474
1615126779022,42.297018655045036
1615126779344,40.16440739312206
1615126779693,39.23423437170651
1615126780158,39.52871129573346
1615126780606,38.6296374010377
1615126781203,35.7718353074698
1615126783532,33.07472808745492
1615126787558,33.323113968555624
1615126787942,34.44768934963258
1615126789431,34.15580001951713
1615126789776,36.234680255152774
1615126792264,38.206493267350055
1615126792507,36.58992500212754
1615126794628,35.11156098169015
1615126795054,32.92884414189375
1615126800636,72.64138872610799
1615126803461,70.5848547726746
1615126804621,71.8051958583971
1615126804920,73.50537947183493
1615126810136,79.34197767379322
1615126810825,78.05049307213193
1615126815615,78.14654158445718
1615126817619,79.8511912614328
1615126818265,81.13799778936941
1615126818671,79.87399285626195
1615126825503,-45.59936581277194
1615126827041,-38.921638872475405
1615126827506,-36.50344508436991
1615126828089,-35.0006031241323
1615126831082,-32.811351722849814
1615126832462,-33.68723401995235
1615126833104,-32.99259765142071
1615126834032,-32.362393738427414
1615126834837,-32.90108777720405
1615126835126,-33.51302931762836
1615126837472,-34.1278914010234
1615126838009,-35.05107867182114
1615126838772,-33.89905794526001
1615126841052,-33.7375509447095
1615126842507,-35.613692761026606
1615126842960,-35.50636085628866
1615126868865,177.72419136682637
1615126869264,177.11907048744368
1615126870569,-176.4235953148311
1615126871087,-176.9699245425193
1615126871398,-176.87351710329952
1615126872210,-175.85008632036124
1615126873950,-172.38815622202128
1615126875377,-172.8758963701863
1615126877886,-176.96864953377988
1615126879888,-177.2321908553237
1615126880416,-177.09596433906762
1615126881388,-178.77854489340507
1615126881729,-177.3391037520846
1615126882967,-178.18643525517717
1615126891065,55.64122236026883
1615126891859,74.35199643283387
1615126892835,91.34644076813291
1615126893761,74.50381812006721
1615126893937,60.230129347294024
1615126894449,46.692957560339195
1615126894746,35.29423528124178
1615126895980,34.94847103322343
1615126898629,13.91469630077308
1615126899465,25.050050401356746
1615126900223,22.449076920802973
1615126901078,26.96601530712282
1615126901663,16.636245112571007
1615126902289,10.836796914446852
1615126902570,7.421390665619919
1615126903545,18.076600761175534
1615126904636,19.472487194247904
1615126905324,21.78633227091841
1615126908042,23.004698220613353
1615126908878,22.561887285728478
1615126909247,15.793094940540824
1615126910101,21.179169749761513
1615126916137,35.42130420857253
1615126918626,37.39298098138677
1615126921613,37.06879818485264
1615126923196,36.71285859137598
1615126923697,37.531558808174225
1615126927863,32.36937199180845
1615126928731,30.036808681262354
1615126929402,32.95594112484202
1615126929762,34.253511746230146
1615126930272,33.391578835965156
1615126931153,36.0770729011284
